,Unicode,Character
4715,\u606A,恪
4716,\u606B,恫
4717,\u606C,恬
4718,\u606D,恭
4719,\u606E,恮
4720,\u606F,息
4721,\u6070,恰
4722,\u6071,恱
4723,\u6072,恲
4724,\u6073,恳
4725,\u6074,恴
4726,\u6075,恵
4727,\u6076,恶
4728,\u6077,恷
4729,\u6078,恸
4730,\u6079,恹
4731,\u607A,恺
4732,\u607B,恻
4733,\u607C,恼
4734,\u607D,恽
4735,\u607E,恾
4736,\u607F,恿
4737,\u6080,悀
4738,\u6081,悁
4739,\u6082,悂
4740,\u6083,悃
4741,\u6084,悄
4742,\u6085,悅
4743,\u6086,悆
4744,\u6087,悇
4745,\u6088,悈
4746,\u6089,悉
4747,\u608A,悊
4748,\u608B,悋
4749,\u608C,悌
4750,\u608D,悍
4751,\u608E,悎
4752,\u608F,悏
4753,\u6090,悐
4754,\u6091,悑
4755,\u6092,悒
4756,\u6093,悓
4757,\u6094,悔
4758,\u6095,悕
4759,\u6096,悖
4760,\u6097,悗
4761,\u6098,悘
4762,\u6099,悙
4763,\u609A,悚
4764,\u609B,悛
4765,\u609C,悜
4766,\u609D,悝
4767,\u609E,悞
4768,\u609F,悟
4769,\u60A0,悠
4770,\u60A1,悡
4771,\u60A2,悢
4772,\u60A3,患
4773,\u60A4,悤
4774,\u60A5,悥
4775,\u60A6,悦
4776,\u60A7,悧
4777,\u60A8,您
4778,\u60A9,悩
4779,\u60AA,悪
4780,\u60AB,悫
4781,\u60AC,悬
4782,\u60AD,悭
4783,\u60AE,悮
4784,\u60AF,悯
4785,\u60B0,悰
4786,\u60B1,悱
4787,\u60B2,悲
4788,\u60B3,悳
4789,\u60B4,悴
4790,\u60B5,悵
4791,\u60B6,悶
4792,\u60B7,悷
4793,\u60B8,悸
4794,\u60B9,悹
4795,\u60BA,悺
4796,\u60BB,悻
4797,\u60BC,悼
4798,\u60BD,悽
4799,\u60BE,悾
4800,\u60BF,悿
4801,\u60C0,惀
4802,\u60C1,惁
4803,\u60C2,惂
4804,\u60C3,惃
4805,\u60C4,惄
4806,\u60C5,情
4807,\u60C6,惆
4808,\u60C7,惇
4809,\u60C8,惈
4810,\u60C9,惉
4811,\u60CA,惊
4812,\u60CB,惋
4813,\u60CC,惌
4814,\u60CD,惍
4815,\u60CE,惎
4816,\u60CF,惏
4817,\u60D0,惐
4818,\u60D1,惑
4819,\u60D2,惒
4820,\u60D3,惓
4821,\u60D4,惔
4822,\u60D5,惕
4823,\u60D6,惖
4824,\u60D7,惗
4825,\u60D8,惘
4826,\u60D9,惙
4827,\u60DA,惚
4828,\u60DB,惛
4829,\u60DC,惜
4830,\u60DD,惝
4831,\u60DE,惞
4832,\u60DF,惟
4833,\u60E0,惠
4834,\u60E1,惡
4835,\u60E2,惢
4836,\u60E3,惣
4837,\u60E4,惤
4838,\u60E5,惥
4839,\u60E6,惦
4840,\u60E7,惧
4841,\u60E8,惨
4842,\u60E9,惩
4843,\u60EA,惪
4844,\u60EB,惫
4845,\u60EC,惬
4846,\u60ED,惭
4847,\u60EE,惮
4848,\u60EF,惯
4849,\u60F0,惰
4850,\u60F1,惱
4851,\u60F2,惲
4852,\u60F3,想
4853,\u60F4,惴
4854,\u60F5,惵
4855,\u60F6,惶
4856,\u60F7,惷
4857,\u60F8,惸
4858,\u60F9,惹
4859,\u60FA,惺
4860,\u60FB,惻
4861,\u60FC,惼
4862,\u60FD,惽
4863,\u60FE,惾
4864,\u60FF,惿
4865,\u6100,愀
4866,\u6101,愁
4867,\u6102,愂
4868,\u6103,愃
4869,\u6104,愄
4870,\u6105,愅
4871,\u6106,愆
4872,\u6107,愇
4873,\u6108,愈
4874,\u6109,愉
4875,\u610A,愊
4876,\u610B,愋
4877,\u610C,愌
4878,\u610D,愍
4879,\u610E,愎
4880,\u610F,意
4881,\u6110,愐
4882,\u6111,愑
4883,\u6112,愒
4884,\u6113,愓
4885,\u6114,愔
4886,\u6115,愕
4887,\u6116,愖
4888,\u6117,愗
4889,\u6118,愘
4890,\u6119,愙
4891,\u611A,愚
4892,\u611B,愛
4893,\u611C,愜
4894,\u611D,愝
4895,\u611E,愞
4896,\u611F,感
4897,\u6120,愠
4898,\u6121,愡
4899,\u6122,愢
4900,\u6123,愣
4901,\u6124,愤
4902,\u6125,愥
4903,\u6126,愦
4904,\u6127,愧
4905,\u6128,愨
4906,\u6129,愩
4907,\u612A,愪
4908,\u612B,愫
4909,\u612C,愬
4910,\u612D,愭
4911,\u612E,愮
4912,\u612F,愯
4913,\u6130,愰
4914,\u6131,愱
4915,\u6132,愲
4916,\u6133,愳
4917,\u6134,愴
4918,\u6135,愵
4919,\u6136,愶
4920,\u6137,愷
4921,\u6138,愸
4922,\u6139,愹
4923,\u613A,愺
4924,\u613B,愻
4925,\u613C,愼
4926,\u613D,愽
4927,\u613E,愾
4928,\u613F,愿
4929,\u6140,慀
4930,\u6141,慁
4931,\u6142,慂
4932,\u6143,慃
4933,\u6144,慄
4934,\u6145,慅
4935,\u6146,慆
4936,\u6147,慇
4937,\u6148,慈
4938,\u6149,慉
4939,\u614A,慊
4940,\u614B,態
4941,\u614C,慌
4942,\u614D,慍
4943,\u614E,慎
4944,\u614F,慏
4945,\u6150,慐
4946,\u6151,慑
4947,\u6152,慒
4948,\u6153,慓
4949,\u6154,慔
4950,\u6155,慕
4951,\u6156,慖
4952,\u6157,慗
4953,\u6158,慘
4954,\u6159,慙
4955,\u615A,慚
4956,\u615B,慛
4957,\u615C,慜
4958,\u615D,慝
4959,\u615E,慞
4960,\u615F,慟
4961,\u6160,慠
4962,\u6161,慡
4963,\u6162,慢
4964,\u6163,慣
4965,\u6164,慤
4966,\u6165,慥
4967,\u6166,慦
4968,\u6167,慧
4969,\u6168,慨
4970,\u6169,慩
4971,\u616A,慪
4972,\u616B,慫
4973,\u616C,慬
4974,\u616D,慭
4975,\u616E,慮
4976,\u616F,慯
4977,\u6170,慰
4978,\u6171,慱
4979,\u6172,慲
4980,\u6173,慳
4981,\u6174,慴
4982,\u6175,慵
4983,\u6176,慶
4984,\u6177,慷
4985,\u6178,慸
4986,\u6179,慹
4987,\u617A,慺
4988,\u617B,慻
4989,\u617C,慼
4990,\u617D,慽
4991,\u617E,慾
4992,\u617F,慿
4993,\u6180,憀
4994,\u6181,憁
4995,\u6182,憂
4996,\u6183,憃
4997,\u6184,憄
4998,\u6185,憅
4999,\u6186,憆
5000,\u6187,憇
5001,\u6188,憈
5002,\u6189,憉
5003,\u618A,憊
5004,\u618B,憋
5005,\u618C,憌
5006,\u618D,憍
5007,\u618E,憎
5008,\u618F,憏
5009,\u6190,憐
5010,\u6191,憑
5011,\u6192,憒
5012,\u6193,憓
5013,\u6194,憔
5014,\u6195,憕
5015,\u6196,憖
5016,\u6197,憗
5017,\u6198,憘
5018,\u6199,憙
5019,\u619A,憚
5020,\u619B,憛
5021,\u619C,憜
5022,\u619D,憝
5023,\u619E,憞
5024,\u619F,憟
5025,\u61A0,憠
5026,\u61A1,憡
5027,\u61A2,憢
5028,\u61A3,憣
5029,\u61A4,憤
5030,\u61A5,憥
5031,\u61A6,憦
5032,\u61A7,憧
5033,\u61A8,憨
5034,\u61A9,憩
5035,\u61AA,憪
5036,\u61AB,憫
5037,\u61AC,憬
5038,\u61AD,憭
5039,\u61AE,憮
5040,\u61AF,憯
5041,\u61B0,憰
5042,\u61B1,憱
5043,\u61B2,憲
5044,\u61B3,憳
5045,\u61B4,憴
5046,\u61B5,憵
5047,\u61B6,憶
5048,\u61B7,憷
5049,\u61B8,憸
5050,\u61B9,憹
5051,\u61BA,憺
5052,\u61BB,憻
5053,\u61BC,憼
5054,\u61BD,憽
5055,\u61BE,憾
5056,\u61BF,憿
5057,\u61C0,懀
5058,\u61C1,懁
5059,\u61C2,懂
5060,\u61C3,懃
5061,\u61C4,懄
5062,\u61C5,懅
5063,\u61C6,懆
5064,\u61C7,懇
5065,\u61C8,懈
5066,\u61C9,應
5067,\u61CA,懊
5068,\u61CB,懋
5069,\u61CC,懌
5070,\u61CD,懍
5071,\u61CE,懎
5072,\u61CF,懏
5073,\u61D0,懐
5074,\u61D1,懑
5075,\u61D2,懒
5076,\u61D3,懓
5077,\u61D4,懔
5078,\u61D5,懕
5079,\u61D6,懖
5080,\u61D7,懗
5081,\u61D8,懘
5082,\u61D9,懙
5083,\u61DA,懚
5084,\u61DB,懛
5085,\u61DC,懜
5086,\u61DD,懝
5087,\u61DE,懞
5088,\u61DF,懟
5089,\u61E0,懠
5090,\u61E1,懡
5091,\u61E2,懢
5092,\u61E3,懣
5093,\u61E4,懤
5094,\u61E5,懥
5095,\u61E6,懦
5096,\u61E7,懧
5097,\u61E8,懨
5098,\u61E9,懩
5099,\u61EA,懪
5100,\u61EB,懫
5101,\u61EC,懬
5102,\u61ED,懭
5103,\u61EE,懮
5104,\u61EF,懯
5105,\u61F0,懰
5106,\u61F1,懱
5107,\u61F2,懲
5108,\u61F3,懳
5109,\u61F4,懴
5110,\u61F5,懵
5111,\u61F6,懶
5112,\u61F7,懷
5113,\u61F8,懸
5114,\u61F9,懹
5115,\u61FA,懺
5116,\u61FB,懻
5117,\u61FC,懼
5118,\u61FD,懽
5119,\u61FE,懾
5120,\u61FF,懿
5121,\u6200,戀
5122,\u6201,戁
5123,\u6202,戂
5124,\u6203,戃
5125,\u6204,戄
5126,\u6205,戅
5127,\u6206,戆
5128,\u6207,戇
5129,\u6208,戈
5130,\u6209,戉
5131,\u620A,戊
5132,\u620B,戋
5133,\u620C,戌
5134,\u620D,戍
5135,\u620E,戎
5136,\u620F,戏
5137,\u6210,成
5138,\u6211,我
5139,\u6212,戒
5140,\u6213,戓
5141,\u6214,戔
5142,\u6215,戕
5143,\u6216,或
5144,\u6217,戗
5145,\u6218,战
5146,\u6219,戙
5147,\u621A,戚
5148,\u621B,戛
5149,\u621C,戜
5150,\u621D,戝
5151,\u621E,戞
5152,\u621F,戟
5153,\u6220,戠
5154,\u6221,戡
5155,\u6222,戢
5156,\u6223,戣
5157,\u6224,戤
5158,\u6225,戥
5159,\u6226,戦
5160,\u6227,戧
5161,\u6228,戨
5162,\u6229,戩
5163,\u622A,截
5164,\u622B,戫
5165,\u622C,戬
5166,\u622D,戭
5167,\u622E,戮
5168,\u622F,戯
5169,\u6230,戰
5170,\u6231,戱
5171,\u6232,戲
5172,\u6233,戳
5173,\u6234,戴
5174,\u6235,戵
5175,\u6236,戶
5176,\u6237,户
5177,\u6238,戸
5178,\u6239,戹
5179,\u623A,戺
5180,\u623B,戻
5181,\u623C,戼
5182,\u623D,戽
5183,\u623E,戾
5184,\u623F,房
5185,\u6240,所
5186,\u6241,扁
5187,\u6242,扂
5188,\u6243,扃
5189,\u6244,扄
5190,\u6245,扅
5191,\u6246,扆
5192,\u6247,扇
5193,\u6248,扈
5194,\u6249,扉
5195,\u624A,扊
5196,\u624B,手
5197,\u624C,扌
5198,\u624D,才
5199,\u624E,扎
5200,\u624F,扏
5201,\u6250,扐
5202,\u6251,扑
5203,\u6252,扒
5204,\u6253,打
5205,\u6254,扔
5206,\u6255,払
5207,\u6256,扖
5208,\u6257,扗
5209,\u6258,托
5210,\u6259,扙
5211,\u625A,扚
5212,\u625B,扛
5213,\u625C,扜
5214,\u625D,扝
5215,\u625E,扞
5216,\u625F,扟
5217,\u6260,扠
5218,\u6261,扡
5219,\u6262,扢
5220,\u6263,扣
5221,\u6264,扤
5222,\u6265,扥
5223,\u6266,扦
5224,\u6267,执
5225,\u6268,扨
5226,\u6269,扩
5227,\u626A,扪
5228,\u626B,扫
5229,\u626C,扬
5230,\u626D,扭
5231,\u626E,扮
5232,\u626F,扯
5233,\u6270,扰
5234,\u6271,扱
5235,\u6272,扲
5236,\u6273,扳
5237,\u6274,扴
5238,\u6275,扵
5239,\u6276,扶
5240,\u6277,扷
5241,\u6278,扸
5242,\u6279,批
5243,\u627A,扺
5244,\u627B,扻
5245,\u627C,扼
5246,\u627D,扽
5247,\u627E,找
5248,\u627F,承
5249,\u6280,技
5250,\u6281,抁
5251,\u6282,抂
5252,\u6283,抃
5253,\u6284,抄
5254,\u6285,抅
5255,\u6286,抆
5256,\u6287,抇
5257,\u6288,抈
5258,\u6289,抉
5259,\u628A,把
5260,\u628B,抋
5261,\u628C,抌
5262,\u628D,抍
5263,\u628E,抎
5264,\u628F,抏
5265,\u6290,抐
5266,\u6291,抑
5267,\u6292,抒
5268,\u6293,抓
5269,\u6294,抔
5270,\u6295,投
5271,\u6296,抖
5272,\u6297,抗
5273,\u6298,折
5274,\u6299,抙
5275,\u629A,抚
5276,\u629B,抛
5277,\u629C,抜
5278,\u629D,抝
5279,\u629E,択
5280,\u629F,抟
5281,\u62A0,抠
5282,\u62A1,抡
5283,\u62A2,抢
5284,\u62A3,抣
5285,\u62A4,护
5286,\u62A5,报
5287,\u62A6,抦
5288,\u62A7,抧
5289,\u62A8,抨
5290,\u62A9,抩
5291,\u62AA,抪
5292,\u62AB,披
5293,\u62AC,抬
5294,\u62AD,抭
5295,\u62AE,抮
5296,\u62AF,抯
5297,\u62B0,抰
5298,\u62B1,抱
5299,\u62B2,抲
5300,\u62B3,抳
5301,\u62B4,抴
5302,\u62B5,抵
5303,\u62B6,抶
5304,\u62B7,抷
5305,\u62B8,抸
5306,\u62B9,抹
5307,\u62BA,抺
5308,\u62BB,抻
5309,\u62BC,押
5310,\u62BD,抽
5311,\u62BE,抾
5312,\u62BF,抿
5313,\u62C0,拀
5314,\u62C1,拁
5315,\u62C2,拂
5316,\u62C3,拃
5317,\u62C4,拄
5318,\u62C5,担
5319,\u62C6,拆
5320,\u62C7,拇
5321,\u62C8,拈
5322,\u62C9,拉
5323,\u62CA,拊
5324,\u62CB,拋
5325,\u62CC,拌
5326,\u62CD,拍
5327,\u62CE,拎
5328,\u62CF,拏
5329,\u62D0,拐
5330,\u62D1,拑
5331,\u62D2,拒
5332,\u62D3,拓
5333,\u62D4,拔
5334,\u62D5,拕
5335,\u62D6,拖
5336,\u62D7,拗
5337,\u62D8,拘
5338,\u62D9,拙
5339,\u62DA,拚
5340,\u62DB,招
5341,\u62DC,拜
5342,\u62DD,拝
5343,\u62DE,拞
5344,\u62DF,拟
5345,\u62E0,拠
5346,\u62E1,拡
5347,\u62E2,拢
5348,\u62E3,拣
5349,\u62E4,拤
5350,\u62E5,拥
5351,\u62E6,拦
5352,\u62E7,拧
5353,\u62E8,拨
5354,\u62E9,择
5355,\u62EA,拪
5356,\u62EB,拫
5357,\u62EC,括
5358,\u62ED,拭
5359,\u62EE,拮
5360,\u62EF,拯
5361,\u62F0,拰
5362,\u62F1,拱
5363,\u62F2,拲
5364,\u62F3,拳
5365,\u62F4,拴
5366,\u62F5,拵
5367,\u62F6,拶
5368,\u62F7,拷
5369,\u62F8,拸
5370,\u62F9,拹
5371,\u62FA,拺
5372,\u62FB,拻
5373,\u62FC,拼
5374,\u62FD,拽
5375,\u62FE,拾
5376,\u62FF,拿
5377,\u6300,挀
5378,\u6301,持
5379,\u6302,挂
5380,\u6303,挃
5381,\u6304,挄
5382,\u6305,挅
5383,\u6306,挆
5384,\u6307,指
5385,\u6308,挈
5386,\u6309,按
5387,\u630A,挊
5388,\u630B,挋
5389,\u630C,挌
5390,\u630D,挍
5391,\u630E,挎
5392,\u630F,挏
5393,\u6310,挐
5394,\u6311,挑
5395,\u6312,挒
5396,\u6313,挓
5397,\u6314,挔
5398,\u6315,挕
5399,\u6316,挖
5400,\u6317,挗
5401,\u6318,挘
5402,\u6319,挙
5403,\u631A,挚
5404,\u631B,挛
5405,\u631C,挜
5406,\u631D,挝
5407,\u631E,挞
5408,\u631F,挟
5409,\u6320,挠
5410,\u6321,挡
5411,\u6322,挢
5412,\u6323,挣
5413,\u6324,挤
5414,\u6325,挥
5415,\u6326,挦
5416,\u6327,挧
5417,\u6328,挨
5418,\u6329,挩
5419,\u632A,挪
5420,\u632B,挫
5421,\u632C,挬
5422,\u632D,挭
5423,\u632E,挮
5424,\u632F,振
5425,\u6330,挰
5426,\u6331,挱
5427,\u6332,挲
5428,\u6333,挳
5429,\u6334,挴
5430,\u6335,挵
5431,\u6336,挶
5432,\u6337,挷
5433,\u6338,挸
5434,\u6339,挹
5435,\u633A,挺
5436,\u633B,挻
5437,\u633C,挼
5438,\u633D,挽
5439,\u633E,挾
5440,\u633F,挿
5441,\u6340,捀
5442,\u6341,捁
5443,\u6342,捂
5444,\u6343,捃
5445,\u6344,捄
5446,\u6345,捅
5447,\u6346,捆
5448,\u6347,捇
5449,\u6348,捈
5450,\u6349,捉
5451,\u634A,捊
5452,\u634B,捋
5453,\u634C,捌
5454,\u634D,捍
5455,\u634E,捎
5456,\u634F,捏
5457,\u6350,捐
5458,\u6351,捑
5459,\u6352,捒
5460,\u6353,捓
5461,\u6354,捔
5462,\u6355,捕
5463,\u6356,捖
5464,\u6357,捗
5465,\u6358,捘
5466,\u6359,捙
5467,\u635A,捚
5468,\u635B,捛
5469,\u635C,捜
5470,\u635D,捝
5471,\u635E,捞
5472,\u635F,损
5473,\u6360,捠
5474,\u6361,捡
5475,\u6362,换
5476,\u6363,捣
5477,\u6364,捤
5478,\u6365,捥
5479,\u6366,捦
5480,\u6367,捧
5481,\u6368,捨
5482,\u6369,捩
5483,\u636A,捪
5484,\u636B,捫
5485,\u636C,捬
5486,\u636D,捭
5487,\u636E,据
5488,\u636F,捯
5489,\u6370,捰
5490,\u6371,捱
5491,\u6372,捲
5492,\u6373,捳
5493,\u6374,捴
5494,\u6375,捵
5495,\u6376,捶
5496,\u6377,捷
5497,\u6378,捸
5498,\u6379,捹
5499,\u637A,捺
5500,\u637B,捻
5501,\u637C,捼
5502,\u637D,捽
5503,\u637E,捾
5504,\u637F,捿
5505,\u6380,掀
5506,\u6381,掁
5507,\u6382,掂
5508,\u6383,掃
5509,\u6384,掄
5510,\u6385,掅
5511,\u6386,掆
5512,\u6387,掇
5513,\u6388,授
5514,\u6389,掉
5515,\u638A,掊
5516,\u638B,掋
5517,\u638C,掌
5518,\u638D,掍
5519,\u638E,掎
5520,\u638F,掏
5521,\u6390,掐
5522,\u6391,掑
5523,\u6392,排
5524,\u6393,掓
5525,\u6394,掔
5526,\u6395,掕
5527,\u6396,掖
5528,\u6397,掗
5529,\u6398,掘
5530,\u6399,掙
5531,\u639A,掚
5532,\u639B,掛
5533,\u639C,掜
5534,\u639D,掝
5535,\u639E,掞
5536,\u639F,掟
5537,\u63A0,掠
5538,\u63A1,採
5539,\u63A2,探
5540,\u63A3,掣
5541,\u63A4,掤
5542,\u63A5,接
5543,\u63A6,掦
5544,\u63A7,控
5545,\u63A8,推
5546,\u63A9,掩
5547,\u63AA,措
5548,\u63AB,掫
5549,\u63AC,掬
5550,\u63AD,掭
5551,\u63AE,掮
5552,\u63AF,掯
5553,\u63B0,掰
5554,\u63B1,掱
5555,\u63B2,掲
5556,\u63B3,掳
5557,\u63B4,掴
5558,\u63B5,掵
5559,\u63B6,掶
5560,\u63B7,掷
5561,\u63B8,掸
5562,\u63B9,掹
5563,\u63BA,掺
5564,\u63BB,掻
5565,\u63BC,掼
5566,\u63BD,掽
5567,\u63BE,掾
5568,\u63BF,掿
5569,\u63C0,揀
5570,\u63C1,揁
5571,\u63C2,揂
5572,\u63C3,揃
5573,\u63C4,揄
5574,\u63C5,揅
5575,\u63C6,揆
5576,\u63C7,揇
5577,\u63C8,揈
5578,\u63C9,揉
5579,\u63CA,揊
5580,\u63CB,揋
5581,\u63CC,揌
5582,\u63CD,揍
5583,\u63CE,揎
5584,\u63CF,描
5585,\u63D0,提
5586,\u63D1,揑
5587,\u63D2,插
5588,\u63D3,揓
5589,\u63D4,揔
5590,\u63D5,揕
5591,\u63D6,揖
5592,\u63D7,揗
5593,\u63D8,揘
5594,\u63D9,揙
5595,\u63DA,揚
5596,\u63DB,換
5597,\u63DC,揜
5598,\u63DD,揝
5599,\u63DE,揞
5600,\u63DF,揟
5601,\u63E0,揠
5602,\u63E1,握
5603,\u63E2,揢
5604,\u63E3,揣
5605,\u63E4,揤
5606,\u63E5,揥
5607,\u63E6,揦
5608,\u63E7,揧
5609,\u63E8,揨
5610,\u63E9,揩
5611,\u63EA,揪
5612,\u63EB,揫
5613,\u63EC,揬
5614,\u63ED,揭
5615,\u63EE,揮
5616,\u63EF,揯
5617,\u63F0,揰
5618,\u63F1,揱
5619,\u63F2,揲
5620,\u63F3,揳
5621,\u63F4,援
5622,\u63F5,揵
5623,\u63F6,揶
5624,\u63F7,揷
5625,\u63F8,揸
5626,\u63F9,揹
5627,\u63FA,揺
5628,\u63FB,揻
5629,\u63FC,揼
5630,\u63FD,揽
5631,\u63FE,揾
5632,\u63FF,揿
5633,\u6400,搀
5634,\u6401,搁
5635,\u6402,搂
5636,\u6403,搃
5637,\u6404,搄
5638,\u6405,搅
5639,\u6406,搆
5640,\u6407,搇
5641,\u6408,搈
5642,\u6409,搉
5643,\u640A,搊
5644,\u640B,搋
5645,\u640C,搌
5646,\u640D,損
5647,\u640E,搎
5648,\u640F,搏
5649,\u6410,搐
5650,\u6411,搑
5651,\u6412,搒
5652,\u6413,搓
5653,\u6414,搔
5654,\u6415,搕
5655,\u6416,搖
5656,\u6417,搗
5657,\u6418,搘
5658,\u6419,搙
5659,\u641A,搚
5660,\u641B,搛
5661,\u641C,搜
5662,\u641D,搝
5663,\u641E,搞
5664,\u641F,搟
5665,\u6420,搠
5666,\u6421,搡
5667,\u6422,搢
5668,\u6423,搣
5669,\u6424,搤
5670,\u6425,搥
5671,\u6426,搦
5672,\u6427,搧
5673,\u6428,搨
5674,\u6429,搩
5675,\u642A,搪
5676,\u642B,搫
5677,\u642C,搬
5678,\u642D,搭
5679,\u642E,搮
5680,\u642F,搯
5681,\u6430,搰
5682,\u6431,搱
5683,\u6432,搲
5684,\u6433,搳
5685,\u6434,搴
5686,\u6435,搵
5687,\u6436,搶
5688,\u6437,搷
5689,\u6438,搸
5690,\u6439,搹
5691,\u643A,携
5692,\u643B,搻
5693,\u643C,搼
5694,\u643D,搽
5695,\u643E,搾
5696,\u643F,搿
5697,\u6440,摀
5698,\u6441,摁
5699,\u6442,摂
5700,\u6443,摃
5701,\u6444,摄
5702,\u6445,摅
5703,\u6446,摆
5704,\u6447,摇
5705,\u6448,摈
5706,\u6449,摉
5707,\u644A,摊
5708,\u644B,摋
5709,\u644C,摌
5710,\u644D,摍
5711,\u644E,摎
5712,\u644F,摏
5713,\u6450,摐
5714,\u6451,摑
5715,\u6452,摒
5716,\u6453,摓
5717,\u6454,摔
5718,\u6455,摕
5719,\u6456,摖
5720,\u6457,摗
5721,\u6458,摘
5722,\u6459,摙
5723,\u645A,摚
5724,\u645B,摛
5725,\u645C,摜
5726,\u645D,摝
5727,\u645E,摞
5728,\u645F,摟
5729,\u6460,摠
5730,\u6461,摡
5731,\u6462,摢
5732,\u6463,摣
5733,\u6464,摤
5734,\u6465,摥
5735,\u6466,摦
5736,\u6467,摧
5737,\u6468,摨
5738,\u6469,摩
5739,\u646A,摪
5740,\u646B,摫
5741,\u646C,摬
5742,\u646D,摭
5743,\u646E,摮
5744,\u646F,摯
5745,\u6470,摰
5746,\u6471,摱
5747,\u6472,摲
5748,\u6473,摳
5749,\u6474,摴
5750,\u6475,摵
5751,\u6476,摶
5752,\u6477,摷
5753,\u6478,摸
5754,\u6479,摹
5755,\u647A,摺
5756,\u647B,摻
5757,\u647C,摼
5758,\u647D,摽
5759,\u647E,摾
5760,\u647F,摿
5761,\u6480,撀
5762,\u6481,撁
5763,\u6482,撂
5764,\u6483,撃
5765,\u6484,撄
5766,\u6485,撅
5767,\u6486,撆
5768,\u6487,撇
5769,\u6488,撈
5770,\u6489,撉
5771,\u648A,撊
5772,\u648B,撋
5773,\u648C,撌
5774,\u648D,撍
5775,\u648E,撎
5776,\u648F,撏
5777,\u6490,撐
5778,\u6491,撑
5779,\u6492,撒
5780,\u6493,撓
5781,\u6494,撔
5782,\u6495,撕
5783,\u6496,撖
5784,\u6497,撗
5785,\u6498,撘
5786,\u6499,撙
5787,\u649A,撚
5788,\u649B,撛
5789,\u649C,撜
5790,\u649D,撝
5791,\u649E,撞
5792,\u649F,撟
5793,\u64A0,撠
5794,\u64A1,撡
5795,\u64A2,撢
5796,\u64A3,撣
5797,\u64A4,撤
5798,\u64A5,撥
5799,\u64A6,撦
5800,\u64A7,撧
5801,\u64A8,撨
5802,\u64A9,撩
5803,\u64AA,撪
5804,\u64AB,撫
5805,\u64AC,撬
5806,\u64AD,播
5807,\u64AE,撮
5808,\u64AF,撯
5809,\u64B0,撰
5810,\u64B1,撱
5811,\u64B2,撲
5812,\u64B3,撳
5813,\u64B4,撴
5814,\u64B5,撵
5815,\u64B6,撶
5816,\u64B7,撷
5817,\u64B8,撸
5818,\u64B9,撹
5819,\u64BA,撺
5820,\u64BB,撻
5821,\u64BC,撼
5822,\u64BD,撽
5823,\u64BE,撾
5824,\u64BF,撿
5825,\u64C0,擀
5826,\u64C1,擁
5827,\u64C2,擂
5828,\u64C3,擃
5829,\u64C4,擄
5830,\u64C5,擅
5831,\u64C6,擆
5832,\u64C7,擇
5833,\u64C8,擈
5834,\u64C9,擉
5835,\u64CA,擊
5836,\u64CB,擋
5837,\u64CC,擌
5838,\u64CD,操
5839,\u64CE,擎
5840,\u64CF,擏
5841,\u64D0,擐
5842,\u64D1,擑
5843,\u64D2,擒
5844,\u64D3,擓
5845,\u64D4,擔
5846,\u64D5,擕
5847,\u64D6,擖
5848,\u64D7,擗
5849,\u64D8,擘
5850,\u64D9,擙
5851,\u64DA,據
5852,\u64DB,擛
5853,\u64DC,擜
5854,\u64DD,擝
5855,\u64DE,擞
5856,\u64DF,擟
5857,\u64E0,擠
5858,\u64E1,擡
5859,\u64E2,擢
5860,\u64E3,擣
5861,\u64E4,擤
5862,\u64E5,擥
5863,\u64E6,擦
5864,\u64E7,擧
5865,\u64E8,擨
5866,\u64E9,擩
5867,\u64EA,擪
5868,\u64EB,擫
5869,\u64EC,擬
5870,\u64ED,擭
5871,\u64EE,擮
5872,\u64EF,擯
5873,\u64F0,擰
5874,\u64F1,擱
5875,\u64F2,擲
5876,\u64F3,擳
5877,\u64F4,擴
5878,\u64F5,擵
5879,\u64F6,擶
5880,\u64F7,擷
5881,\u64F8,擸
5882,\u64F9,擹
5883,\u64FA,擺
5884,\u64FB,擻
5885,\u64FC,擼
5886,\u64FD,擽
5887,\u64FE,擾
5888,\u64FF,擿
5889,\u6500,攀
5890,\u6501,攁
5891,\u6502,攂
5892,\u6503,攃
5893,\u6504,攄
5894,\u6505,攅
5895,\u6506,攆
5896,\u6507,攇
5897,\u6508,攈
5898,\u6509,攉
5899,\u650A,攊
5900,\u650B,攋
5901,\u650C,攌
5902,\u650D,攍
5903,\u650E,攎
5904,\u650F,攏
5905,\u6510,攐
5906,\u6511,攑
5907,\u6512,攒
5908,\u6513,攓
5909,\u6514,攔
5910,\u6515,攕
5911,\u6516,攖
5912,\u6517,攗
5913,\u6518,攘
5914,\u6519,攙
5915,\u651A,攚
5916,\u651B,攛
5917,\u651C,攜
5918,\u651D,攝
5919,\u651E,攞
5920,\u651F,攟
5921,\u6520,攠
5922,\u6521,攡
5923,\u6522,攢
5924,\u6523,攣
5925,\u6524,攤
5926,\u6525,攥
5927,\u6526,攦
5928,\u6527,攧
5929,\u6528,攨
5930,\u6529,攩
5931,\u652A,攪
5932,\u652B,攫
5933,\u652C,攬
5934,\u652D,攭
5935,\u652E,攮
5936,\u652F,支
5937,\u6530,攰
5938,\u6531,攱
5939,\u6532,攲
5940,\u6533,攳
5941,\u6534,攴
5942,\u6535,攵
5943,\u6536,收
5944,\u6537,攷
5945,\u6538,攸
5946,\u6539,改
5947,\u653A,攺
5948,\u653B,攻
